0	1.00005
0.10472	1.11026
0.20944	1.23118
0.314159	1.36214
0.418879	1.50193
0.523599	1.64871
0.628319	1.79995
0.733038	1.95248
0.837758	2.10249
0.942478	2.24566
1.0472	2.37743
1.15192	2.49315
1.25664	2.58846
1.36136	2.65955
1.46608	2.70346
1.5708	2.71831
1.67552	2.70346
1.78024	2.65955
1.88496	2.58846
1.98968	2.49315
2.0944	2.37743
2.19911	2.24566
2.30383	2.10249
2.40855	1.95248
2.51327	1.79995
2.61799	1.64871
2.72271	1.50193
2.82743	1.36214
2.93215	1.23118
3.03687	1.11026
